course,link,plataform,date,expires
AWS Certified Cloud Practitioner (CLF-C01) - Preparation Course,https://www.credly.com/badges/e84a8faf-0385-4c17-b24e-f8caa5ff1e88/linked_in_profile,Amazon Web Services Training and Certification,2023-11-20,11/20/2026
